title;date;url
"Zoom Scheduler";"January 13, 2019";"https://chrome.google.com/webstore/detail/zoom-scheduler/kgjfgplpablkjnlkjmjdecgdpfankdle"
"BetterTTV";"March 8, 2019";"https://chrome.google.com/webstore/detail/betterttv/ajopnjidmegmdimjlfnijceegpefgped"
"LiveWiki - research improvement";"August 24, 2016";"https://chrome.google.com/webstore/detail/livewiki-research-improve/kdphbanppmbnfkngpeepgdgmobhhfpei"
"RocketBolt: Email Tracking for Gmail";"June 15, 2016";"https://chrome.google.com/webstore/detail/rocketbolt-email-tracking/pkapfpgbgfcojflnfmhnplkkkcdcmkfj"
"PDF Viewer";"March 8, 2019";"https://chrome.google.com/webstore/detail/pdf-viewer/oemmndcbldboiebfnladdacbdfmadadm"
"Word Bank Universal";"March 5, 2019";"https://chrome.google.com/webstore/detail/word-bank-universal/cbcfbhjolgdaepkoaoepejclfggmdand"
"Steam Inventory Helper";"March 8, 2019";"https://chrome.google.com/webstore/detail/steam-inventory-helper/cmeakgjggjdlcpncigglobpjbkabhmjl"
"Scrible Toolbar";"January 16, 2019";"https://chrome.google.com/webstore/detail/scrible-toolbar/lijhjhlnfifgoabbihoobnfapogkcjgk"
"Google Calendar";"April 5, 2018";"https://chrome.google.com/webstore/detail/google-calendar/gmbgaklkmjakoegficnlkhebmhkjfich"
"Password Checkup";"February 15, 2019";"https://chrome.google.com/webstore/detail/password-checkup/pncabnpcffmalkkjpajodfhijclecjno"
"Notepad";"February 4, 2018";"https://chrome.google.com/webstore/detail/notepad/ffbhefmlcoihbjcmibbfkocmnaiacinp"
"Screen and Webcam Recorder - Vidyard GoVideo";"March 7, 2019";"https://chrome.google.com/webstore/detail/screen-and-webcam-recorde/jiihcciniecimeajcniapbngjjbonjan"
"Flash Player   ";"February 8, 2019";"https://chrome.google.com/webstore/detail/flash-player/ooonkoejkmhiacbhhkdgfeemioceapbh"
"Voice Instead";"October 22, 2018";"https://chrome.google.com/webstore/detail/voice-instead/kphdioekpiaekpmlkhpaicehepbkccbf"
"Reading Ruler";"May 1, 2018";"https://chrome.google.com/webstore/detail/reading-ruler/phiedfcbjfjagnjikfbobmldbpmdcpfk"
"Audio editor online Audacity with Telegram";"April 13, 2018";"https://chrome.google.com/webstore/detail/audio-editor-online-audac/jaembmdeobjibglbnnefpalabeohjpnj"
"Senso Client";"March 8, 2019";"https://chrome.google.com/webstore/detail/senso-client/jnhblfnklpfpbbadlfbikhhifadinfho"
"Password Alert";"February 13, 2018";"https://chrome.google.com/webstore/detail/password-alert/noondiphcddnnabmjcihcjfbhfklnnep"
"QuickMark QR Code Extension";"February 4, 2013";"https://chrome.google.com/webstore/detail/quickmark-qr-code-extensi/bhddglpocgogkbpkbkoieiplhgbjmiim"
"ClassDojo Extension";"November 2, 2016";"https://chrome.google.com/webstore/detail/classdojo-extension/mbhcppckcncdempkomncfipbddlkofio"
"The Great Suspender";"August 25, 2018";"https://chrome.google.com/webstore/detail/the-great-suspender/klbibkeccnjlkjkiokjodocebajanakg"
"anonymoX";"May 27, 2017";"https://chrome.google.com/webstore/detail/anonymox/icpklikeghomkemdellmmkoifgfbakio"
"Dropbox for Gmail";"February 7, 2019";"https://chrome.google.com/webstore/detail/dropbox-for-gmail/dpdmhfocilnekecfjgimjdeckachfbec"
"uVPN - free and unlimited VPN for everyone";"March 6, 2019";"https://chrome.google.com/webstore/detail/uvpn-free-and-unlimited-v/coahpcpgfnnaddeelpphpifmgfobflog"
"Zotero Connector";"March 8, 2019";"https://chrome.google.com/webstore/detail/zotero-connector/ekhagklcjbdpajgpjgmbionohlpdbjgc"
"Video Downloader for Chrome";"March 6, 2019";"https://chrome.google.com/webstore/detail/video-downloader-for-chro/dcfofgiombegngbaofkeebiipcdgpnga"
"OneNote Web Clipper";"June 20, 2018";"https://chrome.google.com/webstore/detail/onenote-web-clipper/gojbdfnpnhogfdgjbigejoaolejmgdhk"
"Knotes";"March 8, 2019";"https://chrome.google.com/webstore/detail/knotes/ljodbneopalmjfonmeojldpmnikphhdo"
"Okta Secure Web Authentication Plug-in";"January 10, 2019";"https://chrome.google.com/webstore/detail/okta-secure-web-authentic/glnpjglilkicbckjpbgcfkogebgllemb"
"Windscribe - Free VPN and Ad Blocker";"August 31, 2018";"https://chrome.google.com/webstore/detail/windscribe-free-vpn-and-a/hnmpcagpplmpfojmgmnngilcnanddlhb"
"Trustnav Safesearch";"January 31, 2019";"https://chrome.google.com/webstore/detail/trustnav-safesearch/hgjdbeiflalimgifllheflljdconlbig"
"Chrono Download Manager";"July 11, 2018";"https://chrome.google.com/webstore/detail/chrono-download-manager/mciiogijehkdemklbdcbfkefimifhecn"
"Instapaper";"February 1, 2017";"https://chrome.google.com/webstore/detail/instapaper/ldjkgaaoikpmhmkelcgkgacicjfbofhh"
"MetaMask";"March 6, 2019";"https://chrome.google.com/webstore/detail/metamask/nkbihfbeogaeaoehlefnkodbefgpgknn"
"TTSReaderX In-Page Text to Speech";"November 8, 2018";"https://chrome.google.com/webstore/detail/ttsreaderx-in-page-text-t/pakknklefcjdhejnffafpeelofiekebg"
"IPP / CUPS printing for Chrome & Chromebooks";"October 17, 2018";"https://chrome.google.com/webstore/detail/ipp-cups-printing-for-chr/lkhfeoafdgbaecajkdbioenncjopbpmk"
"Email Tracking for Gmail - Mailtrack";"March 8, 2019";"https://chrome.google.com/webstore/detail/email-tracking-for-gmail/ndnaehgpjlnokgebbaldlmgkapkpjkkb"
"Legacy Browser Support";"October 31, 2018";"https://chrome.google.com/webstore/detail/legacy-browser-support/heildphpnddilhkemkielfhnkaagiabh"
"Speed Dial 2 New tab";"March 27, 2018";"https://chrome.google.com/webstore/detail/speed-dial-2-new-tab/jpfpebmajhhopeonhlcgidhclcccjcik"
"StayFocusd";"February 24, 2019";"https://chrome.google.com/webstore/detail/stayfocusd/laankejkbhbdhmipfmgcngdelahlfoji"
"ClassLink OneClick Extension";"February 25, 2019";"https://chrome.google.com/webstore/detail/classlink-oneclick-extens/jgfbgkjjlonelmpenhpfeeljjlcgnkpe"
"Checker Plus for Gmail™";"March 9, 2019";"https://chrome.google.com/webstore/detail/checker-plus-for-gmail/oeopbcgkkoapgobdbedcemjljbihmemj"
"Mendeley Importer";"July 31, 2018";"https://chrome.google.com/webstore/detail/mendeley-importer/dagcmkpagjlhakfdhnbomgmjdpkdklff"
"Fair AdBlocker";"February 13, 2019";"https://chrome.google.com/webstore/detail/fair-adblocker/lgblnfidahcdcjddiepkckcfdhpknnjh"
"AdBlocker by Trustnav";"January 23, 2019";"https://chrome.google.com/webstore/detail/adblocker-by-trustnav/dgbldpiollgaehnlegmfhioconikkjjh"
"RightTasks for Gmail™";"March 3, 2019";"https://chrome.google.com/webstore/detail/righttasks-for-gmail/hgniockidojcaaolfcbbkaaakbjdebpe"
"Auto Refresh";"October 17, 2018";"https://chrome.google.com/webstore/detail/auto-refresh/ifooldnmmcmlbdennkpdnlnbgbmfalko"
"Ace Script";"March 8, 2019";"https://chrome.google.com/webstore/detail/ace-script/mjbepbhonbojpoaenhckjocchgfiaofo"
"iorad - the tutorial builder";"February 18, 2019";"https://chrome.google.com/webstore/detail/iorad-the-tutorial-builde/kjfmedbganalpkohkeghhpppicoigdal"
"Guru ";"March 6, 2019";"https://chrome.google.com/webstore/detail/guru/mklbhckkgddhlcdagmobdmnadpjokkkn"
"Speedtest by Ookla";"May 22, 2018";"https://chrome.google.com/webstore/detail/speedtest-by-ookla/pgjjikdiikihdfpoppgaidccahalehjh"
"Click&Clean";"March 4, 2019";"https://chrome.google.com/webstore/detail/clickclean/ghgabhipcejejjmhhchfonmamedcbeod"
"Norton Password Manager";"February 25, 2019";"https://chrome.google.com/webstore/detail/norton-password-manager/admmjipmmciaobhojoghlmleefbicajg"
"CrankWheel Screen Sharing";"March 8, 2019";"https://chrome.google.com/webstore/detail/crankwheel-screen-sharing/dooinopjfnhlmmdkdepajfipfhlcmjgp"
"Destiny Discover";"April 26, 2018";"https://chrome.google.com/webstore/detail/destiny-discover/eebnbmbhdfnfhfhigoklhaklkodghbla"
"High Contrast";"November 8, 2016";"https://chrome.google.com/webstore/detail/high-contrast/djcfdncoelnlbldjfhinnjlhdjlikmph"
"Live Start Page - Living Wallpapers";"February 14, 2019";"https://chrome.google.com/webstore/detail/live-start-page-living-wa/ocggccaacacpienfcgmgcihoombokbbj"
"Workona - Tab Manager & Productivity App";"March 8, 2019";"https://chrome.google.com/webstore/detail/workona-tab-manager-produ/ailcmbgekjpnablpdkmaaccecekgdhlh"
"Speed Test Internet";"November 20, 2018";"https://chrome.google.com/webstore/detail/speed-test-internet/hlhbmnfdcklajeaeikfinieljfegamko"
"Black Menu for Google™";"February 28, 2019";"https://chrome.google.com/webstore/detail/black-menu-for-google/eignhdfgaldabilaaegmdfbajngjmoke"
"Planyway: Team Calendar & Timeline for Trello";"March 8, 2019";"https://chrome.google.com/webstore/detail/planyway-team-calendar-ti/kkgaechmpjgbojahkofamdjkaklgbdkc"
"uBlock";"February 23, 2019";"https://chrome.google.com/webstore/detail/ublock/epcnnfbjfcgphgdmggkamkmgojdagdnn"
"Dashlane - Password Manager";"March 5, 2019";"https://chrome.google.com/webstore/detail/dashlane-password-manager/fdjamakpfbbddfjaooikfcpapjohcfmg"
"Plus for Trello (time track, reports)";"February 6, 2019";"https://chrome.google.com/webstore/detail/plus-for-trello-time-trac/gjjpophepkbhejnglcmkdnncmaanojkf"
"Session Buddy";"March 8, 2019";"https://chrome.google.com/webstore/detail/session-buddy/edacconmaakjimmfgnblocblbcdcpbko"
"Refind";"March 6, 2019";"https://chrome.google.com/webstore/detail/refind/dlapbpopbcangbnjdhajdlanbfokjaja"
"Disconnect";"February 21, 2019";"https://chrome.google.com/webstore/detail/disconnect/jeoacafpbcihiomhlakheieifhpjdfeo"
"Hootsuite Hootlet";"December 14, 2017";"https://chrome.google.com/webstore/detail/hootsuite-hootlet/bjgfdlplhmndoonmofmflcbiohgbkifn"
"LINER - Web/PDF Highlighter";"February 12, 2019";"https://chrome.google.com/webstore/detail/liner-webpdf-highlighter/bmhcbmnbenmcecpmpepghooflbehcack"
"New Tab Redirect";"February 14, 2018";"https://chrome.google.com/webstore/detail/new-tab-redirect/icpgjfneehieebagbmdbhnlpiopdcmna"
"Easy Auto Refresh";"December 8, 2017";"https://chrome.google.com/webstore/detail/easy-auto-refresh/aabcgdmkeabbnleenpncegpcngjpnjkc"
"SaferVPN - FREE VPN | Privacy & Unblock Sites";"April 17, 2018";"https://chrome.google.com/webstore/detail/safervpn-free-vpn-privacy/cocfojppfigjeefejbpfmedgjbpchcng"
"InternetSpeedTracker";"February 13, 2019";"https://chrome.google.com/webstore/detail/internetspeedtracker/kohoehgoafblafjinhplmhcbphgaaobc"
"iMacros for Chrome";"February 5, 2019";"https://chrome.google.com/webstore/detail/imacros-for-chrome/cplklnmnlbnpmjogncfgfijoopmnlemp"
"Video Downloader professional";"March 2, 2019";"https://chrome.google.com/webstore/detail/video-downloader-professi/jpaglkhbmbmhlnpnehlffkgaaapoicnk"
"Avira Password Manager";"March 8, 2019";"https://chrome.google.com/webstore/detail/avira-password-manager/caljgklbbfbcjjanaijlacgncafpegll"
"MightyText - SMS from PC & Text from Computer";"January 30, 2019";"https://chrome.google.com/webstore/detail/mightytext-sms-from-pc-te/dkfhfaphfkopdgpbfkebjfcblcafcmpi"
"HowToSimplified";"February 13, 2019";"https://chrome.google.com/webstore/detail/howtosimplified/mmgkbcihahpocjmclehpjejmgjmijcib"
"AdBlocker Ultimate";"February 5, 2019";"https://chrome.google.com/webstore/detail/adblocker-ultimate/ohahllgiabjaoigichmmfljhkcfikeof"
"1Password extension (desktop app required)";"August 25, 2018";"https://chrome.google.com/webstore/detail/1password-extension-deskt/aomjjhallfgjeglblehebfpbcfeobpgk"
"Ads Killer";"March 8, 2019";"https://chrome.google.com/webstore/detail/ads-killer/jjckigopagkhaikodedjnmbccfpnmiea"
"Todoist: To-Do list and Task Manager";"January 16, 2019";"https://chrome.google.com/webstore/detail/todoist-to-do-list-and-ta/jldhpllghnbhlbpcmnajkpdmadaolakh"
"LearnPlatform for Students";"April 9, 2018";"https://chrome.google.com/webstore/detail/learnplatform-for-student/ncbofnhmmfffmcdmbjfaigepkgmjnlne"
"Email This";"January 1, 2019";"https://chrome.google.com/webstore/detail/email-this/lgblkllcjgihfnlefhnnpppndbbjallh"
"Keep Awake";"September 4, 2014";"https://chrome.google.com/webstore/detail/keep-awake/bijihlabcfdnabacffofojgmehjdielb"
"Right Inbox for Gmail";"March 5, 2019";"https://chrome.google.com/webstore/detail/right-inbox-for-gmail/mflnemhkomgploogccdmcloekbloobgb"
"ImTranslator: Translator, Dictionary, TTS";"February 25, 2019";"https://chrome.google.com/webstore/detail/imtranslator-translator-d/noaijdpnepcgjemiklgfkcfbkokogabh"
"Popup Blocker Pro";"September 13, 2018";"https://chrome.google.com/webstore/detail/popup-blocker-pro/kiodaajmphnkcajieajajinghpejdjai"
"Grammar and Spelling checker by Ginger";"March 3, 2019";"https://chrome.google.com/webstore/detail/grammar-and-spelling-chec/kdfieneakcjfaiglcfcgkidlkmlijjnh"
"Streak CRM for Gmail";"October 19, 2018";"https://chrome.google.com/webstore/detail/streak-crm-for-gmail/pnnfemgpilpdaojpnkjdgfgbnnjojfik"
"Send to Kindle for Google Chrome";"September 17, 2015";"https://chrome.google.com/webstore/detail/send-to-kindle-for-google/cgdjpilhipecahhcilnafpblkieebhea"
"Netop Vision Student Extension";"March 8, 2019";"https://chrome.google.com/webstore/detail/netop-vision-student-exte/hppkmolfkplaopacolakfekiejedjapl"
"Flashcontrol";"March 8, 2019";"https://chrome.google.com/webstore/detail/flashcontrol/mfidmkgnfgnkihnjeklbekckimkipmoe"
"GeoProxy";"January 12, 2019";"https://chrome.google.com/webstore/detail/geoproxy/pooljnboifbodgifngpppfklhifechoe"
"PanicButton";"November 2, 2015";"https://chrome.google.com/webstore/detail/panicbutton/faminaibgiklngmfpfbhmokfmnglamcm"
"Soapbox —  Video Recorder";"March 7, 2019";"https://chrome.google.com/webstore/detail/soapbox-%E2%80%94-video-recorder/lmepjnndgdhcgphilomlfekmgnnmngbi"
"Video Speed Controller";"February 24, 2019";"https://chrome.google.com/webstore/detail/video-speed-controller/nffaoalbilbmmfgbnbgppjihopabppdk"
"Chrome Web Store Launcher (by Google)";"July 24, 2013";"https://chrome.google.com/webstore/detail/chrome-web-store-launcher/gecgipfabdickgidpmbicneamekgbaej"
"ScriptSafe";"December 12, 2017";"https://chrome.google.com/webstore/detail/scriptsafe/oiigbmnaadbkfbmpbfijlflahbdbdgdf"
"Houzz Save Button";"October 1, 2018";"https://chrome.google.com/webstore/detail/houzz-save-button/fhjpekndimioildjhjfglcdgpahjoich"
"Zoho Meeting";"February 10, 2019";"https://chrome.google.com/webstore/detail/zoho-meeting/ajnmfincdldfcodgpglmolicgglkdeof"
"Send from Gmail (by Google)";"June 25, 2013";"https://chrome.google.com/webstore/detail/send-from-gmail-by-google/pgphcomnlaojlmmcjmiddhdapjpbgeoc"
"Just Proxy VPN = hide IP + security + unblock";"February 9, 2019";"https://chrome.google.com/webstore/detail/just-proxy-vpn-hide-ip-%2B/ojedkepkekklpjcgdfiahladdbopbooh"
"Backspace Enabler for Google Chrome";"October 25, 2018";"https://chrome.google.com/webstore/detail/backspace-enabler-for-goo/hpfbhhfadeldpgnhdgmeghelaocbcdni"
"OneLogin for Google Chrome";"March 8, 2019";"https://chrome.google.com/webstore/detail/onelogin-for-google-chrom/ioalpmibngobedobkmbhgmadaphocjdn"
"Vookmark";"May 25, 2018";"https://chrome.google.com/webstore/detail/vookmark/ajpfgljldffcnbjenpnkcbkkkcflkpbo"
"Web Clipper (Nimbus)";"February 21, 2019";"https://chrome.google.com/webstore/detail/web-clipper-nimbus/kiokdhlcmjagacmcgoikapbjmmhfchbi"
"LinkedIn Sales Navigator";"February 14, 2019";"https://chrome.google.com/webstore/detail/linkedin-sales-navigator/hihakjfhbmlmjdnnhegiciffjplmdhin"
"IObit Surfing Protection & Ads Removal";"October 17, 2018";"https://chrome.google.com/webstore/detail/iobit-surfing-protection/bbmegnmpleoagolcnjnejdacakedpcgd"
"Forest: stay focused, be present";"January 8, 2019";"https://chrome.google.com/webstore/detail/forest-stay-focused-be-pr/kjacjjdnoddnpbbcjilcajfhhbdhkpgk"
"Chrome Cleaner Pro";"February 17, 2019";"https://chrome.google.com/webstore/detail/chrome-cleaner-pro/ccjleegmemocfpghkhpjmiccjcacackp"
"Add to Wunderlist";"January 4, 2016";"https://chrome.google.com/webstore/detail/add-to-wunderlist/dmnddeddcgdllibmaodanoonljfdmooc"
"Wunderlist New Tab";"January 4, 2016";"https://chrome.google.com/webstore/detail/wunderlist-new-tab/fgikemaeelgbhjnhnnahcpkjpafaeion"
"Todoist for Gmail";"February 6, 2019";"https://chrome.google.com/webstore/detail/todoist-for-gmail/clgenfnodoocmhnlnpknojdbjjnmecff"
"Dark Mode";"December 2, 2018";"https://chrome.google.com/webstore/detail/dark-mode/dmghijelimhndkbmpgbldicpogfkceaj"
"Autofill";"October 30, 2018";"https://chrome.google.com/webstore/detail/autofill/nlmmgnhgdeffjkdckmikfpnddkbbfkkk"
"Smallpdf";"January 29, 2019";"https://chrome.google.com/webstore/detail/smallpdf/ohfgljdgelakfkefopgklcohadegdpjf"
"History Eraser";"February 20, 2019";"https://chrome.google.com/webstore/detail/history-eraser/gjieilkfnnjoihjjonajndjldjoagffm"
